speed;angleToTrack;trackPos;lateralSpeed;RPM;gear_presente;trackEdge0;trackEdge1;trackEdge2;trackEdge3;trackEdge4;trackEdge5;trackEdge6;trackEdge7;trackEdge8;trackEdge9;trackEdge10;trackEdge11;trackEdge12;trackEdge13;trackEdge14;trackEdge15;trackEdge16;trackEdge17;trackEdge18;accelerate;brake;clutch;gear_futura;steering
307.8590;0.0078;0.7415;-0.4842;19028.9000;6;1.4218;1.4457;1.5176;1.6499;1.8701;2.2372;2.8950;4.2956;9.0288;158.0530;43.8898;25.8332;18.4308;14.5846;12.3466;10.9788;10.1527;9.7105;9.5786;1.0000;0.0000;0.0000;6;0.0242
308.0020;0.0092;0.7382;-0.6354;19037.5000;6;1.4397;1.4644;1.5375;1.6721;1.8958;2.2691;2.9387;4.3671;9.2305;161.0920;43.7577;25.7078;18.3584;14.5361;12.3106;10.9502;10.1291;9.6902;9.5607;1.0000;0.0000;0.0000;6;0.0242
308.1420;0.0103;0.7345;-0.7656;19046.0000;6;1.4606;1.4858;1.5605;1.6974;1.9252;2.3053;2.9876;4.4461;9.4453;164.7790;43.6646;25.5853;18.2858;14.4859;12.2725;10.9195;10.1030;9.6672;9.5400;1.0000;0.0000;0.0000;6;0.0242
308.2810;0.0114;0.7302;-0.8773;19054.5000;6;1.4841;1.5101;1.5862;1.7259;1.9582;2.3457;3.0419;4.5330;9.6803;168.9470;43.5924;25.4601;18.2099;14.4328;12.2318;10.8861;10.0743;9.6417;9.5165;1.0000;0.0000;0.0000;6;0.0242
308.4190;0.0126;0.7255;-0.9485;19062.7000;6;1.5100;1.5368;1.6147;1.7573;1.9944;2.3901;3.1016;4.6287;9.9382;173.3590;43.5262;25.3269;18.1289;14.3755;12.1876;10.8497;10.0430;9.6137;9.4908;1.0000;0.0000;0.0000;6;0.0242
308.5560;0.0138;0.7204;-0.9837;19071.0000;6;1.5381;1.5657;1.6454;1.7912;2.0336;2.4383;3.1665;4.7327;10.2217;178.0560;43.4603;25.1887;18.0417;14.3143;12.1400;10.8106;10.0091;9.5834;9.4630;1.0000;0.0000;0.0000;6;0.0242
308.6920;0.0151;0.7148;-0.9949;19079.1000;6;1.5686;1.5971;1.6788;1.8281;2.0762;2.4905;3.2370;4.8456;10.5321;183.2710;43.3980;25.0539;17.9495;14.2485;12.0891;10.7684;9.9727;9.5506;9.4327;1.0000;0.0000;0.0000;6;0.0242
308.8270;0.0164;0.7089;-0.9942;19087.1000;6;1.6012;1.6307;1.7146;1.8676;2.1219;2.5466;3.3125;4.9674;10.8694;189.2700;43.3431;24.9249;17.8518;14.1792;12.0350;10.7236;9.9337;9.5156;9.4002;1.0000;0.0000;0.0000;6;0.0242
308.9610;0.0177;0.7026;-0.9899;19095.1000;6;1.6361;1.6667;1.7528;1.9098;2.1706;2.6065;3.3932;5.0969;11.2315;196.3420;43.2999;24.8025;17.7506;14.1065;11.9782;10.6762;9.8925;9.4784;9.3655;1.0000;0.0000;0.0000;6;0.0242
309.0950;0.0190;0.6958;-0.9856;19103.1000;6;1.6733;1.7050;1.7936;1.9549;2.2226;2.6703;3.4793;5.2354;11.6220;200.0000;43.2708;24.6874;17.6451;14.0305;11.9185;10.6263;9.8489;9.4388;9.3286;1.0000;0.0000;0.0000;6;0.0242
309.2270;0.0203;0.6886;-0.9828;19110.9000;6;1.7128;1.7456;1.8368;2.0025;2.2777;2.7379;3.5703;5.3821;12.0383;200.0000;43.2573;24.5801;17.5398;13.9516;11.8561;10.5740;9.8030;9.3970;9.2894;1.0000;0.0000;0.0000;6;0.0242
309.3580;0.0217;0.6811;-0.9819;19118.8000;6;1.7546;1.7887;1.8826;2.0530;2.3360;2.8095;3.6667;5.5373;12.4792;200.0000;43.2593;24.4808;17.4401;13.8694;11.7907;10.5191;9.7546;9.3529;9.2479;1.0000;0.0000;0.0000;6;0.0242
309.4880;0.0230;0.6731;-0.9819;19126.5000;6;1.7987;1.8340;1.9308;2.1062;2.3974;2.8849;3.7686;5.7013;12.8944;200.0000;43.2781;24.3897;17.3462;13.7843;11.7229;10.4617;9.7040;9.3066;9.2042;1.0000;0.0000;0.0000;6;0.0242
309.6180;0.0243;0.6646;-0.9824;19134.2000;6;1.8452;1.8819;1.9817;2.1624;2.4624;2.9647;3.8761;5.8751;13.2742;200.0000;43.3129;24.3066;17.2579;13.7010;11.6520;10.4017;9.6509;9.2578;9.1580;1.0000;0.0000;0.0000;6;0.0242
309.7470;0.0256;0.6558;-0.9833;19141.9000;6;1.8939;1.9319;2.0349;2.2211;2.5301;3.0479;3.9884;6.0566;13.6159;200.0000;43.3659;24.2322;17.1758;13.6229;11.5794;10.3394;9.5956;9.2069;9.1097;1.0000;0.0000;0.0000;6;0.0242
309.8740;0.0270;0.6465;-0.9841;19149.6000;6;1.9449;1.9844;2.0908;2.2828;2.6014;3.1355;4.1067;6.2435;13.9249;200.0000;43.4353;24.1659;17.0994;13.5492;11.5093;10.2745;9.5378;9.1537;9.0591;1.0000;0.0000;0.0000;6;0.0242
310.0010;0.0283;0.6369;-0.9847;19157.1000;6;1.9981;2.0392;2.1491;2.3472;2.6758;3.2268;4.2289;6.4179;14.1996;200.0000;43.5236;24.1084;17.0293;13.4805;11.4435;10.2108;9.4778;9.0982;9.0062;1.0000;0.0000;0.0000;6;0.0242
310.1270;0.0296;0.6268;-0.9857;19164.6000;6;2.0537;2.0965;2.2100;2.4145;2.7532;3.3197;4.3459;6.5801;14.4446;200.0000;43.6292;24.0590;16.9648;13.4164;11.3816;10.1506;9.4181;9.0404;8.9511;1.0000;0.0000;0.0000;6;0.0242
310.2520;0.0301;0.6163;-0.9848;19172.2000;6;2.1114;2.1554;2.2718;2.4811;2.8276;3.4069;4.4550;6.7299;14.6621;200.0000;43.7474;24.0168;16.9057;13.3568;11.3238;10.0940;9.3618;8.9831;8.8936;1.0000;0.0000;0.0000;6;0.0242
310.3720;0.0282;0.6061;-0.9790;19183.7000;6;2.1671;2.2115;2.3300;2.5437;2.8974;3.4885;4.5565;6.8678;14.8537;200.0000;43.8789;23.9816;16.8520;13.3017;11.2698;10.0411;9.3090;8.9293;8.8373;1.0000;0.0000;0.0000;6;0.0242
310.4970;0.0263;0.5966;-0.9837;19190.4000;6;2.2195;2.2642;2.3848;2.6024;2.9627;3.5646;4.6507;6.9943;15.0196;200.0000;44.0268;23.9544;16.8039;13.2510;11.2197;9.9917;9.2595;8.8787;8.7843;1.0000;0.0000;0.0000;6;0.0242
310.6200;0.0244;0.5876;-0.9719;19199.0000;6;2.2688;2.3137;2.4360;2.6572;3.0236;3.6354;4.7380;7.1106;15.1663;200.0000;44.1797;23.9319;16.7600;13.2041;11.1731;9.9455;9.2132;8.8312;8.7345;1.0000;0.0000;0.0000;6;0.0198
310.7370;0.0226;0.5793;-0.9772;19210.1000;6;2.3147;2.3598;2.4836;2.7080;3.0799;3.7005;4.8177;7.2150;15.2858;200.0000;44.3567;23.9195;16.7227;13.1624;11.1308;9.9032;9.1704;8.7872;8.6881;1.0000;0.0000;0.0000;6;0.0141
310.8640;0.0209;0.5714;-0.9649;19214.1000;6;2.3577;2.4029;2.5282;2.7557;3.1327;3.7616;4.8926;7.3137;15.4050;200.0000;44.5028;23.9017;16.6849;13.1217;11.0902;9.8630;9.1300;8.7459;8.6448;1.0000;0.0000;0.0000;6;0.0108
310.9830;0.0197;0.5641;-0.8959;19225.6000;6;2.3979;2.4434;2.5703;2.8008;3.1830;3.8203;4.9655;7.4127;15.5479;200.0000;44.5659;23.8641;16.6401;13.0784;11.0492;9.8234;9.0912;8.7067;8.6042;1.0000;0.0000;0.0000;6;0.0055
311.1110;0.0189;0.5572;-0.7724;19229.1000;6;2.4359;2.4817;2.6102;2.8438;3.2311;3.8769;5.0368;7.5124;15.7129;200.0000;44.5518;23.8085;16.5888;13.0327;11.0076;9.7844;9.0535;8.6693;8.5661;1.0000;0.0000;0.0000;6;0.0035
311.2320;0.0185;0.5506;-0.6216;19238.9000;6;2.4720;2.5184;2.6485;2.8853;3.2779;3.9325;5.1078;7.6149;15.9054;200.0000;44.4549;23.7328;16.5298;12.9837;10.9647;9.7453;9.0166;8.6333;8.5299;1.0000;0.0000;0.0000;6;0.0014
311.3600;0.0184;0.5443;-0.4559;19243.2000;6;2.5069;2.5538;2.6857;2.9257;3.3238;3.9874;5.1787;7.7197;16.1178;200.0000;44.2996;23.6429;16.4654;12.9324;10.9209;9.7061;8.9801;8.5982;8.4950;1.0000;0.0000;0.0000;6;0.0009
311.4830;0.0185;0.5381;-0.3037;19250.8000;6;2.5409;2.5885;2.7222;2.9655;3.3690;4.0418;5.2496;7.8259;16.3434;200.0000;44.1069;23.5441;16.3977;12.8796;10.8766;9.6669;8.9439;8.5637;8.4610;1.0000;0.0000;0.0000;6;0.0009
311.6060;0.0186;0.5321;-0.1770;19256.9000;6;2.5742;2.6225;2.7580;3.0047;3.4136;4.0955;5.3197;7.9318;16.5728;200.0000;43.9008;23.4427;16.3292;12.8268;10.8325;9.6281;8.9083;8.5298;8.4278;1.0000;0.0000;0.0000;6;0.0009
311.7300;0.0187;0.5261;-0.0906;19262.0000;6;2.6069;2.6559;2.7933;3.0431;3.4574;4.1482;5.3886;8.0354;16.7958;200.0000;43.7048;23.3447;16.2627;12.7753;10.7894;9.5901;8.8733;8.4965;8.3950;1.0000;0.0000;0.0000;6;0.0009
311.8490;0.0188;0.5201;-0.0451;19270.9000;6;2.6398;2.6894;2.8285;3.0815;3.5011;4.2007;5.4569;8.1378;17.0125;200.0000;43.5235;23.2505;16.1978;12.7246;10.7468;9.5523;8.8385;8.4632;8.3622;1.0000;0.0000;0.0000;6;0.0009
311.9710;0.0187;0.5141;-0.0285;19276.4000;6;2.6727;2.7229;2.8638;3.1200;3.5447;4.2530;5.5248;8.2389;17.2227;200.0000;43.3564;23.1601;16.1345;12.6748;10.7046;9.5148;8.8037;8.4299;8.3292;1.0000;0.0000;0.0000;6;0.0009
312.0890;0.0187;0.5082;-0.0265;19285.2000;6;2.7056;2.7565;2.8990;3.1583;3.5882;4.3051;5.5923;8.3390;17.4285;200.0000;43.1975;23.0719;16.0723;12.6255;10.6628;9.4775;8.7691;8.3966;8.2963;1.0000;0.0000;0.0000;6;0.0000
312.2090;0.0186;0.5022;-0.0310;19290.8000;6;2.7385;2.7899;2.9341;3.1965;3.6316;4.3570;5.6594;8.4383;17.6313;200.0000;43.0440;22.9853;16.0107;12.5766;10.6213;9.4403;8.7346;8.3634;8.2634;1.0000;0.0000;0.0000;6;0.0000
312.3260;0.0186;0.4962;-0.0342;19299.1000;6;2.7715;2.8235;2.9694;3.2349;3.6752;4.4092;5.7271;8.5389;17.8388;200.0000;42.8815;22.8961;15.9479;12.5271;10.5792;9.4029;8.6998;8.3301;8.2304;1.0000;0.0000;0.0000;6;0.0000
312.4440;0.0186;0.4903;-0.0252;19304.8000;6;2.8037;2.8563;3.0040;3.2726;3.7179;4.4605;5.7938;8.6383;18.0464;200.0000;42.7135;22.8064;15.8854;12.4780;10.5378;9.3660;8.6657;8.2975;8.1982;1.0000;0.0000;0.0000;6;0.0000
312.5620;0.0186;0.4845;-0.0139;19311.4000;6;2.8356;2.8888;3.0382;3.3098;3.7603;4.5114;5.8599;8.7369;18.2537;200.0000;42.5435;22.7166;15.8232;12.4292;10.4966;9.3295;8.6320;8.2652;8.1663;1.0000;0.0000;0.0000;6;0.0000
312.6770;0.0186;0.4787;-0.0059;19318.6000;6;2.8674;2.9213;3.0723;3.3470;3.8025;4.5621;5.9258;8.8354;18.4604;200.0000;42.3744;22.6272;15.7611;12.3805;10.4556;9.2931;8.5983;8.2329;8.1345;1.0000;0.0000;0.0000;6;0.0000
312.7930;0.0186;0.4730;-0.0009;19324.4000;6;2.8993;2.9537;3.1064;3.3841;3.8448;4.6128;5.9917;8.9337;18.6667;200.0000;42.2058;22.5379;15.6991;12.3319;10.4146;9.2567;8.5646;8.2007;8.1027;1.0000;0.0000;0.0000;6;0.0000
312.9070;0.0186;0.4672;0.0008;19331.9000;6;2.9311;2.9862;3.1405;3.4214;3.8871;4.6635;6.0576;9.0321;18.8726;200.0000;42.0387;22.4490;15.6373;12.2833;10.3736;9.2202;8.5309;8.1685;8.0708;1.0000;0.0000;0.0000;6;0.0000
313.0210;0.0186;0.4613;0.0016;19337.8000;6;2.9631;3.0188;3.1748;3.4587;3.9295;4.7144;6.1238;9.1308;19.0790;200.0000;41.8713;22.3598;15.5752;12.2346;10.3324;9.1836;8.4971;8.1361;8.0388;1.0000;0.0000;0.0000;6;0.0000
313.1340;0.0186;0.4555;0.0010;19344.9000;6;2.9951;3.0513;3.2090;3.4960;3.9719;4.7653;6.1898;9.2292;19.2845;200.0000;41.7052;22.2710;15.5133;12.1860;10.2914;9.1472;8.4633;8.1037;8.0068;1.0000;0.0000;0.0000;6;0.0000
313.2470;0.0186;0.4497;0.0009;19350.9000;6;3.0270;3.0838;3.2432;3.5333;4.0142;4.8160;6.2558;9.3276;19.4901;200.0000;41.5387;22.1822;15.4515;12.1374;10.2503;9.1107;8.4296;8.0714;7.9749;1.0000;0.0000;0.0000;6;0.0000
313.3580;0.0186;0.4439;0.0003;19357.5000;6;3.0590;3.1164;3.2775;3.5706;4.0566;4.8669;6.3219;9.4261;19.6958;200.0000;41.3726;22.0933;15.3895;12.0887;10.2092;9.0741;8.3958;8.0391;7.9429;1.0000;0.0000;0.0000;6;0.0000
313.4690;0.0186;0.4381;0.0003;19363.8000;6;3.0910;3.1490;3.3118;3.6080;4.0991;4.9179;6.3881;9.5248;19.9022;200.0000;41.2055;22.0042;15.3274;12.0400;10.1681;9.0376;8.3619;8.0066;7.9109;1.0000;0.0000;0.0000;6;0.0000
313.5800;0.0186;0.4323;-0.0001;19369.9000;6;3.1231;3.1818;3.3462;3.6455;4.1417;4.9690;6.4544;9.6237;20.1087;200.0000;41.0388;21.9150;15.2653;11.9911;10.1268;9.0009;8.3280;7.9741;7.8788;1.0000;0.0000;0.0000;6;0.0000
313.6890;0.0186;0.4264;0.0002;19376.4000;6;3.1552;3.2144;3.3806;3.6829;4.1842;5.0200;6.5207;9.7226;20.3155;200.0000;40.8713;21.8256;15.2031;11.9423;10.0855;8.9642;8.2941;7.9417;7.8467;1.0000;0.0000;0.0000;6;0.0000
313.7970;0.0186;0.4206;-0.0001;19382.6000;6;3.1873;3.2471;3.4150;3.7203;4.2267;5.0710;6.5869;9.8213;20.5215;200.0000;40.7048;21.7366;15.1410;11.8935;10.0444;8.9276;8.2602;7.9092;7.8147;1.0000;0.0000;0.0000;6;0.0000
313.9050;0.0186;0.4148;0.0002;19388.7000;6;3.2194;3.2798;3.4494;3.7578;4.2693;5.1222;6.6534;9.9204;20.7287;200.0000;40.5371;21.6471;15.0787;11.8446;10.0031;8.8909;8.2262;7.8767;7.7825;1.0000;0.0000;0.0000;6;0.0000
314.0120;0.0186;0.4089;-0.0000;19395.0000;6;3.2516;3.3127;3.4839;3.7954;4.3121;5.1734;6.7199;10.0196;20.9359;200.0000;40.3697;21.5576;15.0163;11.7956;9.9617;8.8541;8.1922;7.8441;7.7503;1.0000;0.0000;0.0000;6;0.0000
314.1190;0.0186;0.4030;0.0003;19400.8000;6;3.2838;3.3455;3.5184;3.8330;4.3547;5.2246;6.7865;10.1189;21.1433;200.0000;40.2016;21.4680;14.9539;11.7466;9.9203;8.8173;8.1581;7.8115;7.7181;1.0000;0.0000;0.0000;6;0.0000
314.2240;0.0186;0.3972;-0.0000;19407.1000;6;3.3160;3.3782;3.5528;3.8705;4.3974;5.2758;6.8529;10.2179;21.3501;200.0000;40.0346;21.3787;14.8917;11.6977;9.8790;8.7806;8.1242;7.7790;7.6860;1.0000;0.0000;0.0000;6;0.0000
314.3290;0.0186;0.3913;0.0003;19412.9000;6;3.3482;3.4111;3.5874;3.9082;4.4401;5.3271;6.9196;10.3173;21.5579;200.0000;39.8663;21.2889;14.8292;11.6486;9.8375;8.7438;8.0901;7.7464;7.6537;1.0000;0.0000;0.0000;6;0.0000
314.4320;0.0186;0.3855;-0.0000;19418.9000;6;3.3805;3.4439;3.6219;3.9458;4.4829;5.3784;6.9862;10.4166;21.7653;200.0000;39.6987;21.1993;14.7667;11.5995;9.7961;8.7069;8.0560;7.7137;7.6215;1.0000;0.0000;0.0000;6;0.0000
314.5350;0.0186;0.3796;0.0003;19425.5000;6;3.4128;3.4769;3.6566;3.9836;4.5258;5.4299;7.0531;10.5163;21.9739;200.0000;39.5298;21.1092;14.7040;11.5502;9.7545;8.6699;8.0218;7.6810;7.5891;1.0000;0.0000;0.0000;6;0.0000
314.6380;0.0186;0.3737;-0.0000;19430.5000;6;3.4451;3.5098;3.6912;4.0213;4.5686;5.4813;7.1198;10.6158;22.1816;200.0000;39.3619;21.0195;14.6415;11.5011;9.7130;8.6330;7.9877;7.6483;7.5568;1.0000;0.0000;0.0000;6;0.0000
314.7380;0.0186;0.3679;0.0003;19437.1000;6;3.4774;3.5427;3.7258;4.0590;4.6115;5.5326;7.1866;10.7154;22.3897;200.0000;39.1934;20.9296;14.5789;11.4519;9.6715;8.5962;7.9535;7.6156;7.5245;1.0000;0.0000;0.0000;6;0.0000
314.8400;0.0186;0.3620;-0.0000;19441.8000;6;3.5098;3.5756;3.7605;4.0968;4.6544;5.5841;7.2534;10.8150;22.5977;200.0000;39.0253;20.8397;14.5162;11.4027;9.6299;8.5592;7.9193;7.5828;7.4922;1.0000;0.0000;0.0000;6;0.0000
314.9390;0.0186;0.3561;0.0003;19448.4000;6;3.5422;3.6087;3.7953;4.1346;4.6974;5.6358;7.3205;10.9151;22.8070;200.0000;38.8559;20.7493;14.4533;11.3533;9.5882;8.5221;7.8850;7.5500;7.4597;1.0000;0.0000;0.0000;6;0.0000
315.0390;0.0186;0.3502;0.0000;19452.9000;6;3.5746;3.6417;3.8300;4.1725;4.7404;5.6873;7.3874;11.0149;23.0153;200.0000;38.6875;20.6593;14.3906;11.3040;9.5465;8.4851;7.8508;7.5172;7.4273;1.0000;0.0000;0.0000;6;0.0000
315.1360;0.0186;0.3443;0.0003;19459.5000;6;3.6071;3.6748;3.8648;4.2104;4.7835;5.7390;7.4546;11.1151;23.2248;200.0000;38.5179;20.5688;14.3276;11.2545;9.5047;8.4480;7.8164;7.4843;7.3948;1.0000;0.0000;0.0000;6;0.0000
315.2310;0.0186;0.3384;-0.0000;19466.9000;6;3.6396;3.7079;3.8996;4.2483;4.8265;5.7906;7.5217;11.2150;23.4335;200.0000;38.3492;20.4786;14.2647;11.2052;9.4630;8.4109;7.7821;7.4515;7.3623;1.0000;0.0000;0.0000;6;0.0000
315.3270;0.0186;0.3325;0.0003;19473.9000;6;3.6721;3.7410;3.9344;4.2862;4.8696;5.8423;7.5888;11.3152;23.6429;200.0000;38.1797;20.3882;14.2017;11.1557;9.4213;8.3738;7.7478;7.4186;7.3299;1.0000;0.0000;0.0000;6;0.0000
315.4220;0.0186;0.3266;-0.0000;19480.4000;6;3.7045;3.7740;3.9691;4.3241;4.9126;5.8939;7.6559;11.4151;23.8515;200.0000;38.0110;20.2980;14.1389;11.1063;9.3796;8.3367;7.7135;7.3857;7.2974;1.0000;0.0000;0.0000;6;0.0000
315.5130;0.0186;0.3207;0.0003;19489.5000;6;3.7370;3.8072;4.0040;4.3620;4.9557;5.9457;7.7231;11.5153;24.0611;200.0000;37.8414;20.2075;14.0759;11.0568;9.3378;8.2996;7.6791;7.3528;7.2649;1.0000;0.0000;0.0000;6;0.0000
315.6100;0.0186;0.3147;0.0000;19494.0000;6;3.7696;3.8404;4.0389;4.4001;4.9990;5.9976;7.7905;11.6158;24.2709;200.0000;37.6718;20.1168;14.0127;11.0072;9.2959;8.2623;7.6446;7.3198;7.2323;1.0000;0.0000;0.0000;6;0.0000
315.7020;0.0186;0.3088;0.0002;19501.4000;6;3.8022;3.8736;4.0738;4.4381;5.0422;6.0494;7.8578;11.7162;24.4808;200.0000;37.5019;20.0262;13.9496;10.9576;9.2540;8.2251;7.6102;7.2869;7.1997;1.0000;0.0000;0.0000;6;0.0000
315.7980;0.0186;0.3029;-0.0000;19505.3000;6;3.8347;3.9067;4.1087;4.4761;5.0853;6.1012;7.9250;11.8164;24.6900;200.0000;37.3328;19.9358;13.8866;10.9081;9.2122;8.1879;7.5758;7.2539;7.1672;1.0000;0.0000;0.0000;6;0.0000
315.8910;0.0186;0.2970;0.0002;19511.4000;6;3.8674;3.9400;4.1436;4.5142;5.1286;6.1531;7.9924;11.9169;24.9002;200.0000;37.1626;19.8450;13.8234;10.8585;9.1702;8.1507;7.5413;7.2209;7.1346;1.0000;0.0000;0.0000;6;0.0000
315.9860;0.0186;0.2910;-0.0000;19515.7000;6;3.9001;3.9733;4.1787;4.5523;5.1719;6.2051;8.0600;12.0176;25.1104;200.0000;36.9926;19.7541;13.7601;10.8087;9.1282;8.1133;7.5068;7.1878;7.1019;1.0000;0.0000;0.0000;6;0.0000
316.0780;0.0186;0.2851;0.0002;19520.7000;6;3.9327;4.0065;4.2137;4.5905;5.2153;6.2571;8.1275;12.1184;25.3210;200.0000;36.8221;19.6632;13.6967;10.7590;9.0862;8.0760;7.4722;7.1548;7.0692;1.0000;0.0000;0.0000;6;0.0000
316.1710;0.0186;0.2791;-0.0000;19525.5000;6;3.9654;4.0398;4.2487;4.6286;5.2586;6.3090;8.1950;12.2190;25.5311;200.0000;36.6523;19.5724;13.6335;10.7093;9.0443;8.0387;7.4377;7.1217;7.0365;1.0000;0.0000;0.0000;6;0.0000
316.2620;0.0186;0.2732;0.0002;19530.1000;6;3.9981;4.0731;4.2837;4.6667;5.3019;6.3610;8.2625;12.3197;25.7416;200.0000;36.4819;19.4815;13.5701;10.6596;9.0023;8.0014;7.4032;7.0886;7.0039;1.0000;0.0000;0.0000;6;0.0000
316.3530;0.0186;0.2673;-0.0000;19535.5000;6;4.0308;4.1064;4.3187;4.7049;5.3453;6.4130;8.3301;12.4204;25.9520;200.0000;36.3118;19.3905;13.5068;10.6098;8.9602;7.9640;7.3686;7.0555;6.9711;1.0000;0.0000;0.0000;6;0.0000
316.4430;0.0186;0.2613;0.0003;19540.4000;6;4.0636;4.1399;4.3539;4.7432;5.3888;6.4653;8.3980;12.5216;26.1636;200.0000;36.1405;19.2992;13.4432;10.5598;8.9180;7.9265;7.3339;7.0223;6.9383;1.0000;0.0000;0.0000;6;0.0000
316.5320;0.0186;0.2553;-0.0000;19545.6000;6;4.0964;4.1733;4.3890;4.7815;5.4323;6.5174;8.4657;12.6225;26.3743;200.0000;35.9702;19.2081;13.3797;10.5100;8.8759;7.8890;7.2993;6.9891;6.9055;1.0000;0.0000;0.0000;6;0.0000
316.6200;0.0186;0.2494;0.0003;19550.8000;6;4.1291;4.2066;4.4241;4.8197;5.4757;6.5695;8.5333;12.7234;26.5852;200.0000;35.7994;19.1170;13.3163;10.4601;8.8338;7.8517;7.2647;6.9560;6.8728;1.0000;0.0000;0.0000;6;0.0000
316.7080;0.0186;0.2434;-0.0000;19555.7000;6;4.1619;4.2400;4.4592;4.8580;5.5192;6.6217;8.6011;12.8245;26.7963;200.0000;35.6288;19.0258;13.2527;10.4102;8.7917;7.8142;7.2300;6.9228;6.8400;1.0000;0.0000;0.0000;6;0.0000
316.7950;0.0186;0.2374;0.0003;19560.9000;6;4.1948;4.2736;4.4945;4.8964;5.5628;6.6740;8.6691;12.9259;27.0083;200.0000;35.4572;18.9342;13.1889;10.3601;8.7494;7.7766;7.1952;6.8895;6.8071;1.0000;0.0000;0.0000;6;0.0000
316.8810;0.0186;0.2315;-0.0000;19565.8000;6;4.2277;4.3070;4.5297;4.9347;5.6064;6.7263;8.7370;13.0271;27.2196;200.0000;35.2864;18.8429;13.1253;10.3101;8.7071;7.7390;7.1605;6.8562;6.7742;1.0000;0.0000;0.0000;6;0.0000
316.9670;0.0186;0.2255;0.0003;19570.8000;6;4.2606;4.3405;4.5649;4.9731;5.6500;6.7786;8.8050;13.1285;27.4316;200.0000;35.1148;18.7514;13.0616;10.2601;8.6649;7.7015;7.1257;6.8230;6.7414;1.0000;0.0000;0.0000;6;0.0000
317.0520;0.0186;0.2195;-0.0000;19576.1000;6;4.2934;4.3740;4.6001;5.0114;5.6935;6.8308;8.8728;13.2295;27.6425;200.0000;34.9441;18.6602;12.9980;10.2101;8.6227;7.6640;7.0910;6.7897;6.7085;1.0000;0.0000;0.0000;6;0.0000
317.1370;0.0186;0.2135;0.0003;19580.2000;6;4.3263;4.4075;4.6354;5.0499;5.7372;6.8833;8.9409;13.3311;27.8549;200.0000;34.7723;18.5685;12.9342;10.1600;8.5804;7.6264;7.0562;6.7564;6.6756;1.0000;0.0000;0.0000;6;0.0000
317.1610;0.0186;0.2075;0.0020;19572.5000;6;4.3593;4.4411;4.6707;5.0884;5.7810;6.9358;9.0092;13.4329;28.0681;200.0000;34.5996;18.4765;12.8701;10.1097;8.5379;7.5886;7.0213;6.7230;6.6426;1.0000;0.0000;0.0000;6;0.0000
317.1700;0.0186;0.2015;-0.0011;19579.9000;6;4.3923;4.4747;4.7060;5.1268;5.8246;6.9881;9.0771;13.5341;28.2787;200.0000;34.4304;18.3853;12.8065;10.0597;8.4956;7.5510;6.9865;6.6897;6.6097;1.0000;0.0000;0.0000;6;0.0000
317.1860;0.0186;0.1956;-0.0018;19581.6000;6;4.4251;4.5082;4.7412;5.1652;5.8682;7.0404;9.1449;13.6352;28.4894;200.0000;34.2655;18.2941;12.7429;10.0097;8.4534;7.5135;6.9518;6.6564;6.5768;1.0000;0.0000;0.0000;6;0.0000
317.2020;0.0186;0.1896;0.0013;19582.7000;6;4.4581;4.5417;4.7765;5.2037;5.9119;7.0929;9.2132;13.7371;28.7034;200.0000;34.0998;18.2019;12.6789;9.9595;8.4110;7.4758;6.9170;6.6231;6.5439;1.0000;0.0000;0.0000;6;0.0000
317.2090;0.0186;0.1836;-0.0007;19547.8000;6;4.4911;4.5754;4.8119;5.2422;5.9557;7.1453;9.2813;13.8386;28.9128;200.0000;33.9451;18.1104;12.6150;9.9093;8.3686;7.4382;6.8821;6.5897;6.5109;1.0000;0.0000;0.0000;6;0.0124
317.1850;0.0186;0.1776;-0.0000;19570.8000;6;4.5240;4.6089;4.8472;5.2806;5.9993;7.1977;9.3493;13.9400;29.1159;200.0000;33.7917;18.0189;12.5513;9.8592;8.3263;7.4005;6.8473;6.5563;6.4779;1.0000;0.0000;0.0000;6;0.0141
317.2010;0.0180;0.1717;-0.0229;19571.6000;6;4.5564;4.6414;4.8808;5.3165;6.0391;7.2438;9.4058;14.0145;29.1952;200.0000;33.7547;17.9577;12.5013;9.8168;8.2888;7.3660;6.8144;6.5241;6.4454;1.0000;0.0000;0.0000;6;0.0141
317.1980;0.0166;0.1660;-0.2148;19582.0000;6;4.5876;4.6720;4.9117;5.3486;6.0734;7.2813;9.4473;14.0555;29.1242;200.0000;33.8602;17.9336;12.4687;9.7844;8.2576;7.3358;6.7845;6.4939;6.4140;1.0000;0.0000;0.0000;6;0.0178
317.2110;0.0151;0.1606;-0.3961;19582.7000;6;4.6173;4.7011;4.9409;5.3786;6.1050;7.3152;9.4831;14.0855;29.0146;200.0000;34.0082;17.9206;12.4419;9.7558;8.2292;7.3077;6.7564;6.4652;6.3839;1.0000;0.0000;0.0000;6;0.0178
317.2130;0.0135;0.1555;-0.5232;19548.4000;6;4.6452;4.7281;4.9677;5.4059;6.1333;7.3446;9.5125;14.1039;28.8625;200.0000;34.2005;17.9197;12.4216;9.7316;8.2041;7.2824;6.7307;6.4385;6.3558;1.0000;0.0000;0.0000;6;0.0178
